DB No.,n_d[i] 
0064836,24.4484
0064837,19.0733
0064838,14.0443
0064839,9.91314
0064840,6.88243
0064841,4.87749
0064842,3.67425
0064843,3.01655
0064844,2.68819
0064845,2.53815
0064846,2.47531
0064847,2.45116
0064848,2.44264
0064849,2.43987
0064850,2.43905
0064851,2.43882
0064852,2.43876
0064853,2.43875
0064854,2.43875
0064855,4.44368
0064856,4.44368
0064857,4.44368
0064858,4.44368
0064859,4.44368
0064860,4.44368
0064861,4.44368
0064862,4.44368
0064863,4.44368
0064864,4.44368
0064865,4.44368
0064866,4.44368
0064867,4.44368
0064868,4.44368
0064869,4.44368
0064870,4.44368
0064871,4.44368
0064872,4.44368
0064873,4.44368
0064874,4.44368
0064875,4.44368
0064876,4.44368
0064877,4.44368
0064878,4.44368
0064879,4.44368
0064880,4.44368
0064881,4.44368
0064882,4.44368
0064883,4.44368
0064884,4.44368
0064885,4.44369
0064886,4.4437
0064887,4.44376
0064888,4.44398
0064889,4.44481
0064890,4.44758
0064891,4.4561
0064892,4.48025
0064893,4.54309
0064894,4.69313
0064895,5.02149
0064896,5.67919
0064897,6.88243
0064898,8.88736
0064899,11.9181
0064900,16.0492
0064901,21.0783
0064902,26.4534
0064903,31.3264
0064904,34.7539
0064905,35.9908
0064906,34.7539
0064907,31.3264
0064908,26.4534
0064909,21.0783
0064910,16.0492
0064911,11.9181
0064912,8.88736
0064913,6.88243
0064914,5.67919
0064915,5.02149
0064916,4.69313
0064917,4.54309
0064918,4.48025
0064919,4.4561
0064920,4.44758
0064921,4.44481
0064922,4.44398
0064923,4.44376
0064924,4.4437
0064925,4.44369
0064926,4.44368
0064927,7.4744
0064928,7.4744
0064929,7.4744
0064930,7.4744
0064931,7.4744
0064932,7.4744
0064933,7.4744
0064934,7.4744
0064935,7.4744
0064936,7.4744
0064937,7.4744
0064938,7.4744
0064939,7.4744
0064940,7.4744
0064941,7.4744
0064942,7.4744
0064943,7.4744
0064944,7.4744
0064945,7.4744
0064946,7.4744
0064947,7.4744
0064948,7.4744
0064949,7.4744
0064950,7.4744
0064951,7.4744
0064952,7.4744
0064953,7.4744
0064954,7.4744
0064955,7.4744
0064956,7.4744
0064957,7.4744
0064958,7.47441
0064959,7.47447
0064960,7.4747
0064961,7.47552
0064962,7.47829
0064963,7.48682
0064964,7.51097
0064965,7.57381
0064966,7.72384
0064967,8.0522
0064968,8.70991
0064969,9.91314
0064970,11.9181
0064971,14.9488
0064972,19.0799
0064973,24.109
0064974,29.4841
0064975,34.3571
0064976,37.7846
0064977,39.0216
0064978,37.7846
0064979,34.3571
0064980,29.4841
0064981,24.109
0064982,19.0799
0064983,14.9488
0064984,11.9181
0064985,9.91314
0064986,8.70991
0064987,8.0522
0064988,7.72384
0064989,7.57381
0064990,7.51097
0064991,7.48682
0064992,7.47829
0064993,7.47552
0064994,7.4747
0064995,7.47447
0064996,7.47441
0064997,7.4744
0064998,7.4744
0064999,11.6055
0065000,11.6055
0065001,11.6055
0065002,11.6055
0065003,11.6055
0065004,11.6055
0065005,11.6055
0065006,11.6055
0065007,11.6055
0065008,11.6055
0065009,11.6055
0065010,11.6055
0065011,11.6055
0065012,11.6055
0065013,11.6055
0065014,11.6055
0065015,11.6055
0065016,11.6055
0065017,11.6055
0065018,11.6055
0065019,11.6055
0065020,11.6055
0065021,11.6055
0065022,11.6055
0065023,11.6055
0065024,11.6055
0065025,11.6055
0065026,11.6055
0065027,11.6055
0065028,11.6056
0065029,11.6056
0065030,11.6056
0065031,11.6056
0065032,11.6059
0065033,11.6067
0065034,11.6094
0065035,11.618
0065036,11.6421
0065037,11.705
0065038,11.855
0065039,12.1834
0065040,12.8411
0065041,14.0443
0065042,16.0492
0065043,19.0799
0065044,23.2111
0065045,28.2401
0065046,33.6153
0065047,38.4883
0065048,41.9157
0065049,43.1527
0065050,41.9157
0065051,38.4883
0065052,33.6153
0065053,28.2401
0065054,23.2111
0065055,19.0799
0065056,16.0492
0065057,14.0443
0065058,12.8411
0065059,12.1834
0065060,11.855
0065061,11.705
0065062,11.6421
0065063,11.618
0065064,11.6094
0065065,11.6067
0065066,11.6059
0065067,11.6056
0065068,11.6056
0065069,11.6056
0065070,11.6056
0065071,16.6346
0065072,16.6346
0065073,16.6346
0065074,16.6346
0065075,16.6346
0065076,16.6346
0065077,16.6346
0065078,16.6346
0065079,16.6346
0065080,16.6346
0065081,16.6346
0065082,16.6346
0065083,16.6346
0065084,16.6346
0065085,16.6346
0065086,16.6346
0065087,16.6346
0065088,16.6346
0065089,16.6346
0065090,16.6346
0065091,16.6346
0065092,16.6346
0065093,16.6346
0065094,16.6346
0065095,16.6346
0065096,16.6346
0065097,16.6346
0065098,16.6346
0065099,16.6346
0065100,16.6346
0065101,16.6346
0065102,16.6346
0065103,16.6346
0065104,16.6349
0065105,16.6357
0065106,16.6385
0065107,16.647
0065108,16.6711
0065109,16.734
0065110,16.884
0065111,17.2124
0065112,17.8701
0065113,19.0733
0065114,21.0783
0065115,24.109
0065116,28.2401
0065117,33.2692
0065118,38.6443
0065119,43.5173
0065120,46.9447
0065121,48.1817
0065122,46.9447
0065123,43.5173
0065124,38.6443
0065125,33.2692
0065126,28.2401
0065127,24.109
0065128,21.0783
0065129,19.0733
0065130,17.8701
0065131,17.2124
0065132,16.884
0065133,16.734
0065134,16.6711
0065135,16.647
0065136,16.6385
0065137,16.6357
0065138,16.6349
0065139,16.6346
0065140,16.6346
0065141,16.6346
0065142,16.6346
0065143,22.0097
0065144,22.0097
0065145,22.0097
0065146,22.0097
0065147,22.0097
0065148,22.0097
0065149,22.0097
0065150,22.0097
0065151,22.0097
0065152,22.0097
0065153,22.0097
0065154,22.0097
0065155,22.0097
0065156,22.0097
0065157,22.0097
0065158,22.0097
0065159,22.0097
0065160,22.0097
0065161,22.0097
0065162,22.0097
0065163,22.0097
0065164,22.0097
0065165,22.0097
0065166,22.0097
0065167,22.0097
0065168,22.0097
0065169,22.0097
0065170,22.0097
0065171,22.0097
0065172,22.0097
0065173,22.0097
0065174,22.0097
0065175,22.0098
0065176,22.01
0065177,22.0108
0065178,22.0136
0065179,22.0221
0065180,22.0463
0065181,22.1091
0065182,22.2591
0065183,22.5875
0065184,23.2452
0065185,24.4484
0065186,26.4534
0065187,29.4841
0065188,33.6153
0065189,38.6443
0065190,44.0194
0065191,48.8924
0065192,52.3199
0065193,53.5569
0065194,52.3199
0065195,48.8924
0065196,44.0194
0065197,38.6443
0065198,33.6153
0065199,29.4841
0065200,26.4534
0065201,24.4484
0065202,23.2452
0065203,22.5875
0065204,22.2591
0065205,22.1091
0065206,22.0463
0065207,22.0221
0065208,22.0136
0065209,22.0108
0065210,22.01
0065211,22.0098
0065212,22.0097
0065213,22.0097
0065214,22.0097
0065215,26.8827
0065216,26.8827
0065217,26.8827
0065218,26.8827
0065219,26.8827
0065220,26.8827
0065221,26.8827
0065222,26.8827
0065223,26.8827
0065224,26.8827
0065225,26.8827
0065226,26.8827
0065227,26.8827
0065228,26.8827
0065229,26.8827
0065230,26.8827
0065231,26.8827
0065232,26.8827
0065233,26.8827
0065234,26.8827
0065235,26.8827
0065236,26.8827
0065237,26.8827
0065238,26.8827
0065239,26.8827
0065240,26.8827
0065241,26.8827
0065242,26.8827
0065243,26.8827
0065244,26.8827
0065245,26.8827
0065246,26.8827
0065247,26.8828
0065248,26.883
0065249,26.8838
0065250,26.8866
0065251,26.8951
0065252,26.9193
0065253,26.9821
0065254,27.1322
0065255,27.4605
0065256,28.1182
0065257,29.3215
0065258,31.3264
0065259,34.3571
0065260,38.4883
0065261,43.5173
0065262,48.8924
0065263,53.7654
0065264,57.1929
0065265,58.4299
0065266,57.1929
0065267,53.7654
0065268,48.8924
0065269,43.5173
0065270,38.4883
0065271,34.3571
0065272,31.3264
0065273,29.3215
0065274,28.1182
0065275,27.4605
0065276,27.1322
0065277,26.9821
0065278,26.9193
0065279,26.8951
0065280,26.8866
0065281,26.8838
0065282,26.883
0065283,26.8828
0065284,26.8827
0065285,26.8827
0065286,26.8827
0065287,0.577806
0065288,0.577806
0065289,0.577806
0065290,0.577806
0065291,0.577806
0065292,0.577806
0065293,0.577806
0065294,0.577806
0065295,0.577806
0065296,0.577806
0065297,0.577806
0065298,0.577806
0065299,0.577806
0065300,0.577806
0065301,0.577806
0065302,0.577806
0065303,0.577806
0065304,0.577806
0065305,0.577806
0065306,0.577806
0065307,0.577806
0065308,0.577806
0065309,0.577806
0065310,0.577806
0065311,0.577806
0065312,0.577806
0065313,0.577806
0065314,0.577806
0065315,0.577806
0065316,0.577807
0065317,0.57781
0065318,0.577823
0065319,0.57788
0065320,0.578107
0065321,0.578933
0065322,0.5817
0065323,0.590225
0065324,0.614377
0065325,0.677215
0065326,0.827251
0065327,1.15561
0065328,1.81332
0065329,3.01655
0065330,5.02149
0065331,8.0522
0065332,12.1834
0065333,17.2124
0065334,22.5875
0065335,27.4605
0065336,30.888
0065337,32.125
0065338,30.888
0065339,27.4605
0065340,22.5875
0065341,17.2124
0065342,12.1834
0065343,8.0522
0065344,5.02149
0065345,3.01655
0065346,1.81332
0065347,1.15561
0065348,0.827251
0065349,0.677215
0065350,0.614377
0065351,0.590225
0065352,0.5817
0065353,0.578933
0065354,0.578107
0065355,0.57788
0065356,0.577823
0065357,0.57781
0065358,0.577807
0065359,1.23551
0065360,1.23551
0065361,1.23551
0065362,1.23551
0065363,1.23551
0065364,1.23551
0065365,1.23551
0065366,1.23551
0065367,1.23551
0065368,1.23551
0065369,1.23551
0065370,1.23551
0065371,1.23551
0065372,1.23551
0065373,1.23551
0065374,1.23551
0065375,1.23551
0065376,1.23551
0065377,1.23551
0065378,1.23551
0065379,1.23551
0065380,1.23551
0065381,1.23551
0065382,1.23551
0065383,1.23551
0065384,1.23551
0065385,1.23551
0065386,1.23551
0065387,1.23551
0065388,1.23551
0065389,1.23551
0065390,1.23553
0065391,1.23558
0065392,1.23581
0065393,1.23664
0065394,1.2394
0065395,1.24793
0065396,1.27208
0065397,1.33492
0065398,1.48495
0065399,1.81332
0065400,2.47102
0065401,3.67425
0065402,5.67919
0065403,8.70991
0065404,12.8411
0065405,17.8701
0065406,23.2452
0065407,28.1182
0065408,31.5457
0065409,32.7827
0065410,31.5457
0065411,28.1182
0065412,23.2452
0065413,17.8701
0065414,12.8411
0065415,8.70991
0065416,5.67919
0065417,3.67425
0065418,2.47102
0065419,1.81332
0065420,1.48495
0065421,1.33492
0065422,1.27208
0065423,1.24793
0065424,1.2394
0065425,1.23664
0065426,1.23581
0065427,1.23558
0065428,1.23553
0065429,1.23551
0065430,1.23551
0065431,2.43874
0065432,2.43874
0065433,2.43874
0065434,2.43874
0065435,2.43874
0065436,2.43874
0065437,2.43874
0065438,2.43874
0065439,2.43874
0065440,2.43874
0065441,2.43874
0065442,2.43874
0065443,2.43874
0065444,2.43874
0065445,2.43874
0065446,2.43874
0065447,2.43874
0065448,2.43874
0065449,2.43874
0065450,2.43874
0065451,2.43874
0065452,2.43874
0065453,2.43874
0065454,2.43874
0065455,2.43874
0065456,2.43874
0065457,2.43874
0065458,2.43874
0065459,2.43874
0065460,2.43875
0065461,2.43875
0065462,2.43876
0065463,2.43882
0065464,2.43905
0065465,2.43987
0065466,2.44264
0065467,2.45116
0065468,2.47531
0065469,2.53815
0065470,2.68819
0065471,3.01655
0065472,3.67425
0065473,4.87749
0065474,6.88243
0065475,9.91314
0065476,14.0443
0065477,19.0733
0065478,24.4484
0065479,29.3215
0065480,32.7489
0065481,33.9859
0065482,32.7489
0065483,29.3215
0065484,24.4484
0065485,19.0733
0065486,14.0443
0065487,9.91314
0065488,6.88243
0065489,4.87749
0065490,3.67425
0065491,3.01655
0065492,2.68819
0065493,2.53815
0065494,2.47531
0065495,2.45116
0065496,2.44264
0065497,2.43987
0065498,2.43905
0065499,2.43882
0065500,2.43876
0065501,2.43875
0065502,2.43875
0065503,4.44368
0065504,4.44368
0065505,4.44368
0065506,4.44368
0065507,4.44368
0065508,4.44368
0065509,4.44368
0065510,4.44368
0065511,4.44368
0065512,4.44368
0065513,4.44368
0065514,4.44368
0065515,4.44368
0065516,4.44368
0065517,4.44368
0065518,4.44368
0065519,4.44368
0065520,4.44368
0065521,4.44368
0065522,4.44368
0065523,4.44368
0065524,4.44368
0065525,4.44368
0065526,4.44368
0065527,4.44368
0065528,4.44368
0065529,4.44368
0065530,4.44368
0065531,4.44368
0065532,4.44368
0065533,4.44369
0065534,4.4437
0065535,4.44376
0065536,4.44398
0065537,4.44481
0065538,4.44758
0065539,4.4561
0065540,4.48025
0065541,4.54309
0065542,4.69313
0065543,5.02149
0065544,5.67919
0065545,6.88243
0065546,8.88736
0065547,11.9181
0065548,16.0492
0065549,21.0783
0065550,26.4534
0065551,31.3264
0065552,34.7539
0065553,35.9908
0065554,34.7539
0065555,31.3264
0065556,26.4534
0065557,21.0783
0065558,16.0492
0065559,11.9181
0065560,8.88736
0065561,6.88243
0065562,5.67919
0065563,5.02149
0065564,4.69313
0065565,4.54309
0065566,4.48025
0065567,4.4561
0065568,4.44758
0065569,4.44481
0065570,4.44398
0065571,4.44376
0065572,4.4437
0065573,4.44369
0065574,4.44368
0065575,7.4744
0065576,7.4744
0065577,7.4744
0065578,7.4744
0065579,7.4744
0065580,7.4744
0065581,7.4744
0065582,7.4744
0065583,7.4744
0065584,7.4744
0065585,7.4744
0065586,7.4744
0065587,7.4744
0065588,7.4744
0065589,7.4744
0065590,7.4744
0065591,7.4744
0065592,7.4744
0065593,7.4744
0065594,7.4744
0065595,7.4744
0065596,7.4744
0065597,7.4744
0065598,7.4744
0065599,7.4744
0065600,7.4744
0065601,7.4744
0065602,7.4744
0065603,7.4744
0065604,7.4744
0065605,7.4744
0065606,7.47441
0065607,7.47447
0065608,7.4747
0065609,7.47552
0065610,7.47829
0065611,7.48682
0065612,7.51097
0065613,7.57381
0065614,7.72384
0065615,8.0522
0065616,8.70991
0065617,9.91314
0065618,11.9181
0065619,14.9488
0065620,19.0799
0065621,24.109
0065622,29.4841
0065623,34.3571
0065624,37.7846
0065625,39.0216
0065626,37.7846
0065627,34.3571
0065628,29.4841
0065629,24.109
0065630,19.0799
0065631,14.9488
0065632,11.9181
0065633,9.91314
0065634,8.70991
0065635,8.0522
0065636,7.72384
0065637,7.57381
0065638,7.51097
0065639,7.48682
0065640,7.47829
0065641,7.47552
0065642,7.4747
0065643,7.47447
0065644,7.47441
0065645,7.4744
0065646,7.4744
0065647,11.6055
0065648,11.6055
0065649,11.6055
0065650,11.6055
0065651,11.6055
0065652,11.6055
0065653,11.6055
0065654,11.6055
0065655,11.6055
0065656,11.6055
0065657,11.6055
0065658,11.6055
0065659,11.6055
0065660,11.6055
0065661,11.6055
0065662,11.6055
0065663,11.6055
0065664,11.6055
0065665,11.6055
0065666,11.6055
0065667,11.6055
0065668,11.6055
0065669,11.6055
0065670,11.6055
0065671,11.6055
0065672,11.6055
0065673,11.6055
0065674,11.6055
0065675,11.6055
0065676,11.6056
0065677,11.6056
0065678,11.6056
0065679,11.6056
0065680,11.6059
0065681,11.6067
0065682,11.6094
0065683,11.618
0065684,11.6421
0065685,11.705
0065686,11.855
0065687,12.1834
0065688,12.8411
0065689,14.0443
0065690,16.0492
0065691,19.0799
0065692,23.2111
0065693,28.2401
0065694,33.6153
0065695,38.4883
0065696,41.9157
0065697,43.1527
0065698,41.9157
0065699,38.4883
0065700,33.6153
0065701,28.2401
0065702,23.2111
0065703,19.0799
0065704,16.0492
0065705,14.0443
0065706,12.8411
0065707,12.1834
0065708,11.855
0065709,11.705
0065710,11.6421
0065711,11.618
0065712,11.6094
0065713,11.6067
0065714,11.6059
0065715,11.6056
0065716,11.6056
0065717,11.6056
0065718,11.6056
0065719,16.6346
0065720,16.6346
0065721,16.6346
0065722,16.6346
0065723,16.6346
0065724,16.6346
0065725,16.6346
0065726,16.6346
0065727,16.6346
0065728,16.6346
0065729,16.6346
0065730,16.6346
0065731,16.6346
0065732,16.6346
0065733,16.6346
0065734,16.6346
0065735,16.6346
0065736,16.6346
0065737,16.6346
0065738,16.6346
0065739,16.6346
0065740,16.6346
0065741,16.6346
0065742,16.6346
0065743,16.6346
0065744,16.6346
0065745,16.6346
0065746,16.6346
0065747,16.6346
0065748,16.6346
0065749,16.6346
0065750,16.6346
0065751,16.6346
0065752,16.6349
0065753,16.6357
0065754,16.6385
0065755,16.647
0065756,16.6711
0065757,16.734
0065758,16.884
0065759,17.2124
0065760,17.8701
0065761,19.0733
0065762,21.0783
0065763,24.109
0065764,28.2401
0065765,33.2692
0065766,38.6443
0065767,43.5173
0065768,46.9447
0065769,48.1817
0065770,46.9447
0065771,43.5173
0065772,38.6443
0065773,33.2692
0065774,28.2401
0065775,24.109
0065776,21.0783
0065777,19.0733
0065778,17.8701
0065779,17.2124
0065780,16.884
0065781,16.734
0065782,16.6711
0065783,16.647
0065784,16.6385
0065785,16.6357
0065786,16.6349
0065787,16.6346
0065788,16.6346
0065789,16.6346
0065790,16.6346
0065791,22.0097
0065792,22.0097
0065793,22.0097
0065794,22.0097
0065795,22.0097
0065796,22.0097
0065797,22.0097
0065798,22.0097
0065799,22.0097
0065800,22.0097
0065801,22.0097
0065802,22.0097
0065803,22.0097
0065804,22.0097
0065805,22.0097
0065806,22.0097
0065807,22.0097
0065808,22.0097
0065809,22.0097
0065810,22.0097
0065811,22.0097
0065812,22.0097
0065813,22.0097
0065814,22.0097
0065815,22.0097
0065816,22.0097
0065817,22.0097
0065818,22.0097
0065819,22.0097
0065820,22.0097
0065821,22.0097
0065822,22.0097
0065823,22.0098
0065824,22.01
0065825,22.0108
0065826,22.0136
0065827,22.0221
0065828,22.0463
0065829,22.1091
0065830,22.2591
0065831,22.5875
0065832,23.2452
0065833,24.4484
0065834,26.4534
0065835,29.4841
0065836,33.6153
0065837,38.6443
0065838,44.0194
0065839,48.8924
0065840,52.3199
0065841,53.5569
0065842,52.3199
0065843,48.8924
0065844,44.0194
0065845,38.6443
0065846,33.6153
0065847,29.4841
0065848,26.4534
0065849,24.4484
0065850,23.2452
0065851,22.5875
0065852,22.2591
0065853,22.1091
0065854,22.0463
0065855,22.0221
0065856,22.0136
0065857,22.0108
0065858,22.01
0065859,22.0098
0065860,22.0097
0065861,22.0097
0065862,22.0097
0065863,26.8827
0065864,26.8827
0065865,26.8827
0065866,26.8827
0065867,26.8827
0065868,26.8827
0065869,26.8827
0065870,26.8827
0065871,26.8827
0065872,26.8827
0065873,26.8827
0065874,26.8827
0065875,26.8827
0065876,26.8827
0065877,26.8827
0065878,26.8827
0065879,26.8827
0065880,26.8827
0065881,26.8827
0065882,26.8827
0065883,26.8827
0065884,26.8827
0065885,26.8827
0065886,26.8827
0065887,26.8827
0065888,26.8827
0065889,26.8827
0065890,26.8827
0065891,26.8827
0065892,26.8827
0065893,26.8827
0065894,26.8827
0065895,26.8828
0065896,26.883
0065897,26.8838
0065898,26.8866
0065899,26.8951
0065900,26.9193
0065901,26.9821
0065902,27.1322
0065903,27.4605
0065904,28.1182
0065905,29.3215
0065906,31.3264
0065907,34.3571
0065908,38.4883
0065909,43.5173
0065910,48.8924
0065911,53.7654
0065912,57.1929
0065913,58.4299
0065914,57.1929
0065915,53.7654
0065916,48.8924
0065917,43.5173
0065918,38.4883
0065919,34.3571
0065920,31.3264
0065921,29.3215
0065922,28.1182
0065923,27.4605
0065924,27.1322
0065925,26.9821
0065926,26.9193
0065927,26.8951
0065928,26.8866
0065929,26.8838
0065930,26.883
0065931,26.8828
0065932,26.8827
0065933,26.8827
0065934,26.8827
0065935,0.577806
0065936,0.577806
0065937,0.577806
0065938,0.577806
0065939,0.577806
0065940,0.577806
0065941,0.577806
0065942,0.577806
0065943,0.577806
0065944,0.577806
0065945,0.577806
0065946,0.577806
0065947,0.577806
0065948,0.577806
0065949,0.577806
0065950,0.577806
0065951,0.577806
0065952,0.577806
0065953,0.577806
0065954,0.577806
0065955,0.577806
0065956,0.577806
0065957,0.577806
0065958,0.577806
0065959,0.577806
0065960,0.577806
0065961,0.577806
0065962,0.577806
0065963,0.577806
0065964,0.577807
0065965,0.57781
0065966,0.577823
0065967,0.57788
0065968,0.578107
0065969,0.578933
0065970,0.5817
0065971,0.590225
0065972,0.614377
0065973,0.677215
0065974,0.827251
0065975,1.15561
0065976,1.81332
0065977,3.01655
0065978,5.02149
0065979,8.0522
0065980,12.1834
0065981,17.2124
0065982,22.5875
0065983,27.4605
0065984,30.888
0065985,32.125
0065986,30.888
0065987,27.4605
0065988,22.5875
0065989,17.2124
0065990,12.1834
0065991,8.0522
0065992,5.02149
0065993,3.01655
0065994,1.81332
0065995,1.15561
0065996,0.827251
0065997,0.677215
0065998,0.614377
0065999,0.590225
0066000,0.5817
0066001,0.578933
0066002,0.578107
0066003,0.57788
0066004,0.577823
0066005,0.57781
0066006,0.577807
0066007,1.23551
0066008,1.23551
0066009,1.23551
0066010,1.23551
0066011,1.23551
0066012,1.23551
0066013,1.23551
0066014,1.23551
0066015,1.23551
0066016,1.23551
0066017,1.23551
0066018,1.23551
0066019,1.23551
0066020,1.23551
0066021,1.23551
0066022,1.23551
0066023,1.23551
0066024,1.23551
0066025,1.23551
0066026,1.23551
0066027,1.23551
0066028,1.23551
0066029,1.23551
0066030,1.23551
0066031,1.23551
0066032,1.23551
0066033,1.23551
0066034,1.23551
0066035,1.23551
0066036,1.23551
0066037,1.23551
0066038,1.23553
0066039,1.23558
0066040,1.23581
0066041,1.23664
0066042,1.2394
0066043,1.24793
0066044,1.27208
0066045,1.33492
0066046,1.48495
0066047,1.81332
0066048,2.47102
0066049,3.67425
0066050,5.67919
0066051,8.70991
0066052,12.8411
0066053,17.8701
0066054,23.2452
0066055,28.1182
0066056,31.5457
0066057,32.7827
0066058,31.5457
0066059,28.1182
0066060,23.2452
0066061,17.8701
0066062,12.8411
0066063,8.70991
0066064,5.67919
0066065,3.67425
0066066,2.47102
0066067,1.81332
0066068,1.48495
0066069,1.33492
0066070,1.27208
0066071,1.24793
0066072,1.2394
0066073,1.23664
0066074,1.23581
0066075,1.23558
0066076,1.23553
0066077,1.23551
0066078,1.23551
0066079,2.43874
0066080,2.43874
0066081,2.43874
0066082,2.43874
0066083,2.43874
0066084,2.43874
0066085,2.43874
0066086,2.43874
0066087,2.43874
0066088,2.43874
0066089,2.43874
0066090,2.43874
0066091,2.43874
0066092,2.43874
0066093,2.43874
0066094,2.43874
0066095,2.43874
0066096,2.43874
0066097,2.43874
0066098,2.43874
0066099,2.43874
0066100,2.43874
0066101,2.43874
0066102,2.43874
0066103,2.43874
0066104,2.43874
0066105,2.43874
0066106,2.43874
0066107,2.43874
0066108,2.43875
0066109,2.43875
0066110,2.43876
0066111,2.43882
0066112,2.43905
0066113,2.43987
0066114,2.44264
0066115,2.45116
0066116,2.47531
0066117,2.53815
0066118,2.68819
0066119,3.01655
0066120,3.67425
0066121,4.87749
0066122,6.88243
0066123,9.91314
0066124,14.0443
0066125,19.0733
0066126,24.4484
0066127,29.3215
0066128,32.7489
0066129,33.9859
0066130,32.7489
0066131,29.3215
0066132,24.4484
0066133,19.0733
0066134,14.0443
0066135,9.91314
0066136,6.88243
0066137,4.87749
0066138,3.67425
0066139,3.01655
0066140,2.68819
0066141,2.53815
0066142,2.47531
0066143,2.45116
0066144,2.44264
0066145,2.43987
0066146,2.43905
0066147,2.43882
0066148,2.43876
0066149,2.43875
0066150,2.43875
0066151,4.44368
0066152,4.44368
0066153,4.44368
0066154,4.44368
0066155,4.44368
0066156,4.44368
0066157,4.44368
0066158,4.44368
0066159,4.44368
0066160,4.44368
0066161,4.44368
0066162,4.44368
0066163,4.44368
0066164,4.44368
0066165,4.44368
0066166,4.44368
0066167,4.44368
0066168,4.44368
0066169,4.44368
0066170,4.44368
0066171,4.44368
0066172,4.44368
0066173,4.44368
0066174,4.44368
0066175,4.44368
0066176,4.44368
0066177,4.44368
0066178,4.44368
0066179,4.44368
0066180,4.44368
0066181,4.44369
0066182,4.4437
0066183,4.44376
0066184,4.44398
0066185,4.44481
0066186,4.44758
0066187,4.4561
0066188,4.48025
0066189,4.54309
0066190,4.69313
0066191,5.02149
0066192,5.67919
0066193,6.88243
0066194,8.88736
0066195,11.9181
0066196,16.0492
0066197,21.0783
0066198,26.4534
0066199,31.3264
0066200,34.7539
0066201,35.9908
0066202,34.7539
0066203,31.3264
0066204,26.4534
0066205,21.0783
0066206,16.0492
0066207,11.9181
0066208,8.88736
0066209,6.88243
0066210,5.67919
0066211,5.02149
0066212,4.69313
0066213,4.54309
0066214,4.48025
0066215,4.4561
0066216,4.44758
0066217,4.44481
0066218,4.44398
0066219,4.44376
0066220,4.4437
0066221,4.44369
0066222,4.44368
0066223,7.4744
0066224,7.4744
0066225,7.4744
0066226,7.4744
0066227,7.4744
0066228,7.4744
0066229,7.4744
0066230,7.4744
0066231,7.4744
0066232,7.4744
0066233,7.4744
0066234,7.4744
0066235,7.4744
0066236,7.4744
0066237,7.4744
0066238,7.4744
0066239,7.4744
0066240,7.4744
0066241,7.4744
0066242,7.4744
0066243,7.4744
0066244,7.4744
0066245,7.4744
0066246,7.4744
0066247,7.4744
0066248,7.4744
0066249,7.4744
0066250,7.4744
0066251,7.4744
0066252,7.4744
0066253,7.4744
0066254,7.47441
0066255,7.47447
0066256,7.4747
0066257,7.47552
0066258,7.47829
0066259,7.48682
0066260,7.51097
0066261,7.57381
0066262,7.72384
0066263,8.0522
0066264,8.70991
0066265,9.91314
0066266,11.9181
0066267,14.9488
0066268,19.0799
0066269,24.109
0066270,29.4841
0066271,34.3571
0066272,37.7846
0066273,39.0216
0066274,37.7846
0066275,34.3571
0066276,29.4841
0066277,24.109
0066278,19.0799
0066279,14.9488
0066280,11.9181
0066281,9.91314
0066282,8.70991
0066283,8.0522
0066284,7.72384
0066285,7.57381
0066286,7.51097
0066287,7.48682
0066288,7.47829
0066289,7.47552
0066290,7.4747
0066291,7.47447
0066292,7.47441
0066293,7.4744
0066294,7.4744
0066295,11.6055
0066296,11.6055
0066297,11.6055
0066298,11.6055
0066299,11.6055
0066300,11.6055
0066301,11.6055
0066302,11.6055
0066303,11.6055
0066304,11.6055
0066305,11.6055
0066306,11.6055
0066307,11.6055
0066308,11.6055
0066309,11.6055
0066310,11.6055
0066311,11.6055
0066312,11.6055
0066313,11.6055
0066314,11.6055
0066315,11.6055
0066316,11.6055
0066317,11.6055
0066318,11.6055
0066319,11.6055
0066320,11.6055
0066321,11.6055
0066322,11.6055
0066323,11.6055
0066324,11.6056
0066325,11.6056
0066326,11.6056
0066327,11.6056
0066328,11.6059
0066329,11.6067
0066330,11.6094
0066331,11.618
0066332,11.6421
0066333,11.705
0066334,11.855
0066335,12.1834
0066336,12.8411
0066337,14.0443
0066338,16.0492
0066339,19.0799
0066340,23.2111
0066341,28.2401
0066342,33.6153
0066343,38.4883
0066344,41.9157
0066345,43.1527
0066346,41.9157
0066347,38.4883
0066348,33.6153
0066349,28.2401
0066350,23.2111
0066351,19.0799
0066352,16.0492
0066353,14.0443
0066354,12.8411
0066355,12.1834
0066356,11.855
0066357,11.705
0066358,11.6421
0066359,11.618
0066360,11.6094
0066361,11.6067
0066362,11.6059
0066363,11.6056
0066364,11.6056
0066365,11.6056
0066366,11.6056
0066367,16.6346
0066368,16.6346
0066369,16.6346
0066370,16.6346
0066371,16.6346
0066372,16.6346
0066373,16.6346
0066374,16.6346
0066375,16.6346
0066376,16.6346
0066377,16.6346
0066378,16.6346
0066379,16.6346
0066380,16.6346
0066381,16.6346
0066382,16.6346
0066383,16.6346
0066384,16.6346
0066385,16.6346
0066386,16.6346
0066387,16.6346
0066388,16.6346
0066389,16.6346
0066390,16.6346
0066391,16.6346
0066392,16.6346
0066393,16.6346
0066394,16.6346
0066395,16.6346
